Bit,Source_File,Tag,Date_BestGuess
NotebookLM can be inaccurate; please double check its responses.,TIMELINE_ROUGH.txt,Meta,
1. Hydrocarbon Lakes and Seas:,BENT N MORE.txt,Unknown,
2. Phase Behavior and Stratification:,BENT N MORE.txt,Unknown,
3. Seasonal and Climatic Effects:,BENT N MORE.txt,Unknown,
1. Dune Fields:,BENT N MORE.txt,Unknown,
2. Fluvial Channels and Canyons:,BENT N MORE.txt,Unknown,
3. Evaporite Deposits:,BENT N MORE.txt,Unknown,
"2. Titan's oceans are not water—they're primarily methane and ethane, with nitrogen and other dissolved organics.",BENT N MORE.txt,Unknown,
"Right!* … But even here, you can see their differences of meaning.",BENT N MORE.txt,Unknown,
Good*—then *hurt* them.”,BENT N MORE.txt,Unknown,
It’s all herring. It’s all stock. It’s all wrong.,BENT N MORE.txt,Unknown,
It’s a self-referential cliché generator.,BENT N MORE.txt,Unknown,
It’s meta-punning on the decay of originality itself.,BENT N MORE.txt,Unknown,
"Theme anchors: Bodymod-as-ritual, sincerity-as-bait, the uncanny sincerity of Opalline, the interstitial weirdness of early internet identity.",BENT N MORE.txt,Unknown,
"We’ve got real anecdotes (Scooter, Estep, Kiera, Fallon, the pig, the tree in Thailand, etc.).",BENT N MORE.txt,Unknown,
We’ve got the meta-structure—your older self retracing the arc of a younger self who was already writing himself as half-myth.,BENT N MORE.txt,Unknown,
"We’ve even got Opalline—the uncanny angel of sincerity-stalk who could haunt the margins of this whole project as symbol, structure, or fuck-you to linearity.",BENT N MORE.txt,Unknown,
“Punctuation that feels like an explosion.”,BENT N MORE.txt,Unknown,
"Narrative as body mod: pierced, tattooed, scarified.",BENT N MORE.txt,Unknown,
Humor that stutters just before sincerity hits.,BENT N MORE.txt,Unknown,
"Language as texture—meant to be felt, not read.",BENT N MORE.txt,Unknown,
### Insufficiently Dated Anecdotes and Information,GAPS_ROUGH.txt,Unknown,
Here are the key areas where more precise dating would be beneficial:,GAPS_ROUGH.txt,Unknown,
"Your fieldwork experiences, including **skinny dipping with Terry Wilson, Shelly Judge, and Nichols/Nicholson**.",GAPS_ROUGH.txt,Unknown,
The single date with **Regina Thompson**.,GAPS_ROUGH.txt,Unknown,
Your **discovery that Betty Bryant was a WWII pilot**.,GAPS_ROUGH.txt,Unknown,
The timeframe for your work as an **Assistant Editor at McGraw-Hill**.,GAPS_ROUGH.txt,Unknown,
**Later 2000s - 2010s Personal Life and Creative Work**: This is a broad period for several significant personal experiences:,GAPS_ROUGH.txt,Unknown,2000
"**Inheriting the LSD (""Sasha's Last Three Drops"")** and the subsequent trip.",GAPS_ROUGH.txt,Unknown,
"Your conceptualization of **""patina""** and its connection to time and memory.",GAPS_ROUGH.txt,Unknown,
### Insufficiently Fleshed-Out Anecdotes,GAPS_ROUGH.txt,Unknown,
"You've provided numerous ""memory flags"" and ""side quests"" that offer glimpses into rich stories, but many have not been fully developed into detailed narratives within our conversation. These are topics where more ""texture and flavor"" could be added.",GAPS_ROUGH.txt,Unknown,
Here are the anecdotes and concepts that could benefit from further elaboration:,GAPS_ROUGH.txt,Unknown,
"**""Small world, Dr. Dino""** and **""A strange kiss, and strings""**.",GAPS_ROUGH.txt,Unknown,
"The details of **Allison & Andrea's ""small world"" connection** and **Shelly's notebook labeled ""trip to Ireland""**.",GAPS_ROUGH.txt,Unknown,
"Your **""nerd trivia chaos""** with Terry, Shelly, Dr. Krissek, and Dr. Wilson.",GAPS_ROUGH.txt,Unknown,
"The full narrative of **""The Neanderthal Breast Size Argument""** and the **""curator who screamed at me over the phone""**.",GAPS_ROUGH.txt,Unknown,
"The anecdote of the **""educator's husband"" and other ""professional pathologies""**.",GAPS_ROUGH.txt,Unknown,
"The content and impact of **""assigned reading: Relic""**.",GAPS_ROUGH.txt,Unknown,
"The full experience of **""unreasonable enthusiasm"" / ""enthusiasm training moment""**.",GAPS_ROUGH.txt,Unknown,
"The meaning and associated stories of **""stories on vinyl, analog monologues, The Way Station… Leading back to sex on tap""**.",GAPS_ROUGH.txt,Unknown,
"Specific instances of **""how to turn a zine into a qualification""**.",GAPS_ROUGH.txt,Unknown,
"The anecdote involving **""The distribution of the African gull (in South America)""**.",GAPS_ROUGH.txt,Unknown,
"Elaboration on **""just what does an editor do anyway?""** and **""Easter eggs in Arkansas test prep""**.",GAPS_ROUGH.txt,Unknown,
"The experiences behind **""You can judge a book by its cover""** in editorial work.",GAPS_ROUGH.txt,Unknown,
"The narrative behind **""Small world, Dr. Dino""** and **""A strange kiss, and strings""**.",GAPS_ROUGH.txt,Unknown,
"Specific details of **""Giving B list celebrities the what for, not as good as giving a Sackler, the what for""**.",GAPS_ROUGH.txt,Unknown,
"The full narrative of **""Playgrounds for the rich""** (caviar, digits of pi, maids, Neanderthal).",GAPS_ROUGH.txt,Unknown,
The **Skyrim connection to Ian Tattersall**.,GAPS_ROUGH.txt,Unknown,
"Specific **""coincidences""** beyond the Megan/Gwen McKnight example.",GAPS_ROUGH.txt,Unknown,
"The specific settings and experiences of **""astronomy on tap and sexology on tap""**.",GAPS_ROUGH.txt,Unknown,
"Specific narratives involving **""flesh-pull/flesh-lift stuff""**.",GAPS_ROUGH.txt,Unknown,
"The full anecdote of **""climbing a 5.10 tree in Thailand""**.",GAPS_ROUGH.txt,Unknown,
"The full anecdote of **""synesthetic make-outs""**.",GAPS_ROUGH.txt,Unknown,
"More details of **Scooter's ""Florida, the cat, the pigs... pig-heavy scene""** and his rock climbing prowess.",GAPS_ROUGH.txt,Unknown,
The full narrative involving **Binge-o**.,GAPS_ROUGH.txt,Unknown,
"**""The Appetite,"" ""The Damps,"" ""Three, In the Morning,"" ""Blue Jay's Tree,"" ""George & Maurice,"" ""Kashmir Sky""**.",GAPS_ROUGH.txt,Unknown,
"The context of **""Teachers who care rule""**.",GAPS_ROUGH.txt,Unknown,
"More on the **""Trivial Pursuit Chaos""** beyond the one specific answer.",GAPS_ROUGH.txt,Unknown,
"The narrative behind **""Rosette on the wall""** and **""Drummer in the attic""**.",GAPS_ROUGH.txt,Unknown,
"The full context of **""Flying your own personal...""** and **""I know a girl in that movie""**.",GAPS_ROUGH.txt,Unknown,
"The anecdote of **""Making friends with Tina Cottone""**.",GAPS_ROUGH.txt,Unknown,
"This comprehensive breakdown should help you pinpoint areas for further development, either by providing more specific dates where possible or by fleshing out the narratives of the many intriguing ""memory flags"" you've shared.",GAPS_ROUGH.txt,Unknown,
**Provenance Categories**:,INDEX_ROUGH.txt,Unknown,
**Source**: Written/spoken by user or real-world participants (primary material).,INDEX_ROUGH.txt,Unknown,
**Mixed**: User-assembled documents blending quotes with summary.,INDEX_ROUGH.txt,Unknown,
"**Proposed Columns**: Date range, Major themes, Status (keeper/cull/maybe), Legal/privacy flags, Notes for memoir placement.",INDEX_ROUGH.txt,Unknown,
**AI Emulation & Critique Strategy** (Chat),INDEX_ROUGH.txt,Unknown,
"**Proposed Members**: David Mamet, Clarice Lispector, Virginia Woolf, Franz Kafka, Galsan Tschinag, Martin Amis, Raymond Chandler, Jeff Vandermeer, Roy Chapman Andrews, China Miéville.",INDEX_ROUGH.txt,Unknown,
"**Critique Method**: Internal monologue, line-by-line reflection, identifying author's intention, speculating on elevation.",INDEX_ROUGH.txt,Unknown,
**User's Communication Style & Feedback Preferences**:,INDEX_ROUGH.txt,Unknown,
"**Preference for Critique**: Wants less flattery, more pushback and comparative assessment.",INDEX_ROUGH.txt,Unknown,
"**""The problem with writing conventions. Is that they're for writing. I would argue that text does not explain itself.""**: Core argument on representation, limits of textual systems, and truth in writing.",INDEX_ROUGH.txt,Unknown,
"**Headspace (circa 2005)**: Resignation as banter, reality as inventory, humor as rupture, resistance to resolution.",INDEX_ROUGH.txt,Unknown,2005
"**Themes**: Embodiment & transformation, kink/mod culture as lens, truth disguised as perversion, Internet as performance space, fetish as philosophy.",INDEX_ROUGH.txt,Unknown,
**General Stylistic Traits (across works)**: **Fleshed Out**,INDEX_ROUGH.txt,Unknown,
"**Sentence Structure/Rhythm**: Varied lengths, rhythmic repetition, grammatical experimentation.",INDEX_ROUGH.txt,Unknown,
"**Diction/Tone**: Colloquial vs. elevated, dry humor & absurdity, surreal touches, voice modulation.",INDEX_ROUGH.txt,Unknown,
"**Syntax Quirks/Punctuation**: Parentheses, em dashes, creative typography, ellipses.",INDEX_ROUGH.txt,Unknown,
"**Metaphor/Figurative Language/Sensory Detail**: Vivid metaphors, multisensory richness, lyricism.",INDEX_ROUGH.txt,Unknown,
"**Pacing/Narrative Rhythm**: Controlled, strategic scene breaks, emotional/thematic pacing.",INDEX_ROUGH.txt,Unknown,
"**Scene Construction/Transitions**: Grounded settings, productive ambiguity, emotional resonance, clever transitions.",INDEX_ROUGH.txt,Unknown,
"**Narrative Perspective/Structural Risk-Taking**: Flexible POV, nonlinear/experimental structures, foreshadowing/circularity.",INDEX_ROUGH.txt,Unknown,
**Cognitive Style & Philosophical Commitments (Underlying Themes)**: **Fleshed Out**,INDEX_ROUGH.txt,Unknown,
"Mosaic Imagination, Analytical yet Playful Thinking, Empathy and Humanism, Curiosity about the Unseen, Recurrent Emotional Palette, Philosophical-Aesthetic Framework.",INDEX_ROUGH.txt,Unknown,
"**Setting**: Kraken Mare, Titan; scientifically accurate, tactile/visceral descriptions.",INDEX_ROUGH.txt,Unknown,
"**Creature**: *Neocryaster stelliferum* (""living fossil,"" rare, declining biodiversity, potential ""dying world"").",INDEX_ROUGH.txt,Unknown,
**Conflict/Motivation**: Cale's internal drive and longing for daughter.,INDEX_ROUGH.txt,Unknown,
"**Narrative Elements**: Internal monologue, landscape observations, anomalies, disorientation, ending ambiguity.",INDEX_ROUGH.txt,Unknown,
"**Sequel Elements**: Eye-stud guy, flesh-pull/flesh-lift, Thailand tree climbing, ninjas and rock climbing, tails and/or wings.",INDEX_ROUGH.txt,Unknown,
"**Themes**: Embodiment & transformation, identity, shame & display, kink & control, fetish as philosophy, internet as performance space, uncanny sincerity.",INDEX_ROUGH.txt,Unknown,
**Livestreaming / Virtual Avatar Setup** - **Fleshed Out (Conceptual)**,INDEX_ROUGH.txt,Unknown,
"**Tools**: OBS, TTS engine (ElevenLabs), Skyrim/CreationKit/SKSE.",INDEX_ROUGH.txt,Unknown,
**Core Anecdotes & Concepts** (Fleshed Out):,INDEX_ROUGH.txt,Unknown,
**Mark Norell's Office**: Dancing on the desk where Latin died.,INDEX_ROUGH.txt,Unknown,
**Ian Tattersall**: Parting a tour group like Moses to thank user for middle school class.,INDEX_ROUGH.txt,Unknown,
"**Bill Nye Encounter**: Asking for cocaine, defending user's hustle, urinal moment.",INDEX_ROUGH.txt,Unknown,
"**""Sasha’s Last Three Drops""**: Inherited LSD, experience with friend/ex, ""guarded fall,"" difficulty expressing.",INDEX_ROUGH.txt,Unknown,
"**Patina Concept**: ""Imprint of existence on the thing,"" existential lightness, sublime imperfection.",INDEX_ROUGH.txt,Unknown,
"**Stig Bergström**: Thesis advisor, road trip, scraping egg yolk, ""Jills for gills,"" ""jonads,"" edible taxa.",INDEX_ROUGH.txt,Unknown,
"**Rousseau Flowers**: Ape suit, dog in paleontological association, bullwhip, chainsmoker, Prague conference.",INDEX_ROUGH.txt,Unknown,
**Dr. Krissek & Terry Wilson**: Classroom vs. field personas.,INDEX_ROUGH.txt,Unknown,
"**Dire Wolves Anecdote**: Middle school kids in office, one thinks dire wolf is ""regular wolf with four legs"".",INDEX_ROUGH.txt,Unknown,
"**High Sparrow Mocktail**: Flavor layering, ""Temporal Flavor Structuring"" / ""Flavor Chronotecture"".",INDEX_ROUGH.txt,Unknown,
"**Found Magazine**: Patron saint zine of beautiful ephemera, emotional archaeology.",INDEX_ROUGH.txt,Unknown,
**Halloween in Germany**: Mixtapes for Antje credited (apocryphally) with introducing Halloween to Germany.,INDEX_ROUGH.txt,Unknown,
"**Photos**: User in 2005 (long hair, sunglasses, Marcon photo booth, vampire hunting license, Halloween party).",INDEX_ROUGH.txt,Unknown,2005
**Doric Dream**: Secret languages carried.,INDEX_ROUGH.txt,Unknown,
**Pluto Image Change**: Visualizing how Pluto's image changed over years (green ball to scientific rendering).,INDEX_ROUGH.txt,Unknown,
"**Proposed Structure**: Non-linear / rhizomatic (organic, interconnected memories), jumping back and forth in time, chapters as self-contained stories.",INDEX_ROUGH.txt,Unknown,
"**Major Arcana Examples**: The Turret, The Desk Where Latin Died, The Engineer of Public Understanding (Bill Nye), The Pluto Paradox.",INDEX_ROUGH.txt,Unknown,
"**Minor Arcana Suits**: Pipettes, Bones, Lanyards, Keycards.",INDEX_ROUGH.txt,Unknown,
**Memory Flags / Topics for Future Exploration** (Needs Further Exploration - from `LIST OF TOPICS.txt` and ongoing discussions):,INDEX_ROUGH.txt,Unknown,
"**McGraw-Hill Editorial**: Pluto debate (editorial process, controversies), zine to qualification, reusing old books, African gull, Tina Cottone, editor's role, Easter eggs in Arkansas, judging book by cover.",INDEX_ROUGH.txt,Unknown,
"**General/Recurring**: Small world stories (Dr. Dino, Allison, Andrea, Shelly), strange kiss & strings, teacher fetish.",INDEX_ROUGH.txt,Unknown,
`LIST OF TOPICS.txt`: Source (brainstorm) - Master bullet list of anecdotes to cover.,INDEX_ROUGH.txt,Unknown,
Ducks have two legs,LIST OF TOPICS.txt,Unknown,
That’s carrying,LIST OF TOPICS.txt,Unknown,
Parrotdactyl,LIST OF TOPICS.txt,Unknown,
"Howler, monkeys and baboons",LIST OF TOPICS.txt,Unknown,
Flying your own personal spaceship (mum),LIST OF TOPICS.txt,Unknown,
I know a girl in that movie,LIST OF TOPICS.txt,Unknown,
climbing to see the stegosaurus,LIST OF TOPICS.txt,Unknown,
The rosette on the wall,LIST OF TOPICS.txt,Unknown,
The drummer in the attic,LIST OF TOPICS.txt,Unknown,
gamification,LIST OF TOPICS.txt,Unknown,
sleeping under the desk,LIST OF TOPICS.txt,Unknown,
Late night tours,LIST OF TOPICS.txt,Unknown,
Vacuuming between the T-Rex toes,LIST OF TOPICS.txt,Unknown,
Dusting the meteorite,LIST OF TOPICS.txt,Unknown,
The lens in the closet,LIST OF TOPICS.txt,Unknown,
"Small world, Dr. Dino",LIST OF TOPICS.txt,Unknown,
"a strange kiss, and strings",LIST OF TOPICS.txt,Unknown,
"for more of that kind of thing,",LIST OF TOPICS.txt,Unknown,
"oh, we have to talk about Allison",LIST OF TOPICS.txt,Unknown,
"And Andrea, on the small world side (frufru.!)",LIST OF TOPICS.txt,Unknown,
"and Shelly, and why that notebook was labeled trip to Ireland",LIST OF TOPICS.txt,Unknown,
"oh boy, maybe teacher fetish",LIST OF TOPICS.txt,Unknown,
Teddy Roosevelt’s roast pig maybe,LIST OF TOPICS.txt,Unknown,
"Oh, and definitely the Tibetan monks",LIST OF TOPICS.txt,Unknown,
"Giving B list celebrities the what for, not as good as giving a Sackler the what for",LIST OF TOPICS.txt,Unknown,
"Playgrounds for the rich (caviar packed lunch, digits of pi, maids with no names, and a Neanderthal I used to know)",LIST OF TOPICS.txt,Unknown,
"Ian, Tattersall, and Skyrim (already covered Ian here, but the Skyrim connection is interesting and fun, and I like the pairing of the two)",LIST OF TOPICS.txt,Unknown,
"coincidences are all around us: Megan Knight, and Gwen, whose father was named McKnight, which is my name",LIST OF TOPICS.txt,Unknown,
astronomy on tap and sexology on tap,LIST OF TOPICS.txt,Unknown,
Leading back to sex on tap),LIST OF TOPICS.txt,Unknown,
How to turn a zine into a qualification,LIST OF TOPICS.txt,Unknown,
Give me the skinny. Do you ever just reuse stuff from the old books?,LIST OF TOPICS.txt,Unknown,
The distribution of the African gull (in South America),LIST OF TOPICS.txt,Unknown,
making friends with Tina Cottone,LIST OF TOPICS.txt,Unknown,
just what does an editor do anyway?,LIST OF TOPICS.txt,Unknown,
Easter eggs in Arkansas test prep,LIST OF TOPICS.txt,Unknown,
You can judge a book by its cover,LIST OF TOPICS.txt,Unknown,
Leading into teachers who care rule,LIST OF TOPICS.txt,Unknown,
Leading into unreasonable enthusiasm,LIST OF TOPICS.txt,Unknown,
Why do stand-up when comedy works better when people aren’t expecting it?,LIST OF TOPICS.txt,Unknown,
tying into Stephen J Gould‘s pseudo fossil]),LIST OF TOPICS.txt,Unknown,
"When I found out Betty Bryant have been a World War II pilot, All I could think was something like well, that tracks",LIST OF TOPICS.txt,Unknown,
"OK, some more jumping around here",LIST OF TOPICS.txt,Unknown,
"reading trivial pursuit cards, and the worst editition of trivial pursuit (1 box Boomer edition + 1 box 1989 specific edition",LIST OF TOPICS.txt,Unknown,1989
"speaking of Goulds, the most classic answer ever in that game was to a question about Bette Midler’s ex-husband, or one of them: “Burt Reynolds” “No less attractive”  “Elliot Gould” “correct.”)",LIST OF TOPICS.txt,Unknown,
the discount Carter Emmett,LIST OF TOPICS.txt,Unknown,
the Michael Jackson security guard and Neil Degrasse Tyson annual dance off,LIST OF TOPICS.txt,Unknown,
assigned reading: Relic.,LIST OF TOPICS.txt,Unknown,
"Well, as far as I can tell microscope neck is a real thing",LIST OF TOPICS.txt,Unknown,
actually that describes Teddy Roosevelt and I’m sure he had no compunctions about anything,LIST OF TOPICS.txt,Unknown,
There’s something about spending ones formative years as an educator,LIST OF TOPICS.txt,Unknown,
what’s the one about something like,LIST OF TOPICS.txt,Unknown,
I think the punch line is,LIST OF TOPICS.txt,Unknown,
I’m Newton standing on a square meter,LIST OF TOPICS.txt,Unknown,
Which means I’m Pascal! Not it!,LIST OF TOPICS.txt,Unknown,
I’m sure you’ve heard it,LIST OF TOPICS.txt,Unknown,
And then there’s the old one with stereotypical Native Americans with the punchline is basically an elaborate pun on the sum of the square of the other two sides,LIST OF TOPICS.txt,Unknown,
"And just general frame shifting stuff like how bionics is defined, and how we look at it, how technology is defined and how we look at it",LIST OF TOPICS.txt,Unknown,
"But, all the bad jokes naturally remind me of One of the best stories I have",LIST OF TOPICS.txt,Unknown,
"which leads naturally to Ashton Applewhite, a.k.a. Blanche Knot",LIST OF TOPICS.txt,Unknown,
"no, that was a moment that goes right up there with",LIST OF TOPICS.txt,Unknown,
"not Neil Degrasse Tyson, but right up there with I don’t know",LIST OF TOPICS.txt,Unknown,
"Somewhere above the Stig Bergstrom experience, and below Tyson‘s Star Trek quiz",LIST OF TOPICS.txt,Unknown,
"oh, and there’s the whole argument about Neanderthal breast size. In a room full of people who. Didn’t see the irony.",LIST OF TOPICS.txt,Unknown,
The curator who screamed at me over the phone,LIST OF TOPICS.txt,Unknown,
Did everybody forget I exist? (I don’t think anybody knew he existed),LIST OF TOPICS.txt,Unknown,
"I couldn’t remember what it was. I wanted to say about gamification earlier, besides the Skyrim thing",LIST OF TOPICS.txt,Unknown,
"As well as Alex and his game studies. And !xôõ. There’s also the Minecraft non-thing, and the surprising connection between Nintendo, and playing cards. Not to mention, dominoes and dice. And the whole thing about the dice",LIST OF TOPICS.txt,Unknown,
I don’t remember his name. It was like something Eber’s maybe,LIST OF TOPICS.txt,Unknown,
"There’s the slow Mo camera, as well as the SloMo building dial",LIST OF TOPICS.txt,Unknown,
there’s a fire tornado,LIST OF TOPICS.txt,Unknown,
Maybe the tilted diner,LIST OF TOPICS.txt,Unknown,
"I can’t remember what it is about this particular thing, but it does tie to another thing",LIST OF TOPICS.txt,Unknown,
"I mentioned before, I don’t remember the phrasing, but it was something along the lines of unbelievable exuberance, or something about enthusiasm",LIST OF TOPICS.txt,Unknown,
"Basically learning how to be interested in everything, and excited about it",LIST OF TOPICS.txt,Unknown,
And the enthusiasm training moment.,LIST OF TOPICS.txt,Unknown,
"And also, nobody’s crying nobody’s bleeding Everything‘s good",LIST OF TOPICS.txt,Unknown,
"And what that has to do with an expensive Irish dinner), and maybe why never to take donations of goods, particularly computers",LIST OF TOPICS.txt,Unknown,
mund: from munt meaning “protector” or “hand/guardianship”,PERSONAL SCI HISTORY_FULL.txt,Unknown,
"i- as a buffer vowel is quite natural in both Germanic and Latin phonology, especially when smoothing consonant clusters.",PERSONAL SCI HISTORY_FULL.txt,Unknown,
"which leads naturally to Ashton Applewhite, a.k.a. Blanche Knot… no, that was a moment that goes right up there with … not Neil Degrasse Tyson, but right up there with I don’t know… Somewhere above the Stig Bergstrom experience, and below Tyson‘s Star Trek quiz",PERSONAL SCI HISTORY_FULL.txt,Unknown,
"Here is a mind map of the material in the documents, exhaustively flagged by type:",TIMELINE_ROUGH.txt,Unknown,
◦ Early Life & Formative Experiences,TIMELINE_ROUGH.txt,Unknown,
"Anarchism Post (2005): Identified as 100% ""Anarchism,"" 78% ""Respect Party"" in quizzes; wrote open letter criticizing lack of practical action; trying to figure out where user fit between ""Theorists"" and ""Punx"".",TIMELINE_ROUGH.txt,Unknown,2005
McGraw-Hill Editorial Department,TIMELINE_ROUGH.txt,Unknown,
Pluto's Changing Image: Visualization of Pluto as a shiny forest green ball (1967 Imperial Edition Rand McNally atlas) vs. modern scientific rendering.,TIMELINE_ROUGH.txt,Unknown,1967
"""Easter eggs in Arkansas test prep"".",TIMELINE_ROUGH.txt,Unknown,
"""You can judge a book by its cover"".",TIMELINE_ROUGH.txt,Unknown,
"""Making friends with Tina Cottone"".",TIMELINE_ROUGH.txt,Unknown,
"""Just what does an editor do anyway?"".",TIMELINE_ROUGH.txt,Unknown,
"""Give me the skinny. Do you ever just reuse stuff from the old books?"".",TIMELINE_ROUGH.txt,Unknown,
"""The distribution of the African gull (in South America)"".",TIMELINE_ROUGH.txt,Unknown,
"Dancing on Mark Norell's Desk: Turret office, 20 feet above floor, at Christmas party; ""danced right where Latin died,"" on the desk itself.",TIMELINE_ROUGH.txt,Unknown,
Ian Tattersall: Parted tour group like Moses to thank user for middle school class.,TIMELINE_ROUGH.txt,Unknown,
"""Teddy Roosevelt's roast pig"".",TIMELINE_ROUGH.txt,Unknown,
"""Tibetan monks"".",TIMELINE_ROUGH.txt,Unknown,
"""Small world, Dr. Dino"".",TIMELINE_ROUGH.txt,Unknown,
"""A strange kiss, and strings"".",TIMELINE_ROUGH.txt,Unknown,
"""Allison & Andrea (Frufru!)"".",TIMELINE_ROUGH.txt,Unknown,
"Shelly, notebook labeled ""trip to Ireland"".",TIMELINE_ROUGH.txt,Unknown,
"""Nerd trivia chaos"" (with Terry, Shelly, Dr. Krissek, Dr. Wilson).",TIMELINE_ROUGH.txt,Unknown,
"""The Neanderthal Breast Size Argument"": Absurd discussion in academic setting.",TIMELINE_ROUGH.txt,Unknown,
Curator's phone meltdown.,TIMELINE_ROUGH.txt,Unknown,
"""Microscope neck"" (Bill Shiller).",TIMELINE_ROUGH.txt,Unknown,
"""Educator's husband"" and ""professional pathologies"".",TIMELINE_ROUGH.txt,Unknown,
Ashton Applewhite (Blanche Knot) anecdote.,TIMELINE_ROUGH.txt,Unknown,
"Dr. Stig Bergström: Senior thesis advisor (""Middle Ordovician Conodont Biostratigraphy...""), road trip to Central Pennsylvania, sharing motel room, scraping egg yolk with butter knife.",TIMELINE_ROUGH.txt,Unknown,
"◦ Quirky language: ""Jills for gills,"" ""Jell-O"" for color; mentioned edible taxa; ""sea urchins, you eat the jonads?"".",TIMELINE_ROUGH.txt,Unknown,
"◦ ""Zaleeva"" (spit for conodont slides).",TIMELINE_ROUGH.txt,Unknown,
"Dr. David Elliott: Tall British guy, namesake of Cryolophosaurus ellioti, tectonics course opening.",TIMELINE_ROUGH.txt,Unknown,
"Dr. Terry Wilson: ""Schoolmarm in classroom, heavy drinker in field"".",TIMELINE_ROUGH.txt,Unknown,
"Dr. Lawrence Krissek: ""Interesting in classroom, stick in mud in field"".",TIMELINE_ROUGH.txt,Unknown,
"Dr. Rousseau Flowers (Russell Feather/Rudy Flowers): Came to conference in ape suit, dog inducted into paleontological association, shot hole through office ceiling, bullwhip with craps, chainsmoker in shower, Wikipedia entry, son verified smoking.",TIMELINE_ROUGH.txt,Unknown,
◦ Personal Reflections & Sensations,TIMELINE_ROUGH.txt,Unknown,
"""Sasha's Last Three Drops"": Inherited LSD (allegedly from Sasha Shulgin); consumed with schizophrenic ex-girlfriend; ""harm-reduction intimacy"" not transcendence.",TIMELINE_ROUGH.txt,Unknown,
"Experience ""doesn't reduce to metaphor,"" ""vivid and unresolvable,"" ""sacred knot"".",TIMELINE_ROUGH.txt,Unknown,
"""Patina"" concept: Acute feeling of world being ""slightly off,"" transparent layered imprint of existence on things (shiny Bakelite, sticker on notebook).",TIMELINE_ROUGH.txt,Unknown,
"""Teacher fetish"".",TIMELINE_ROUGH.txt,Unknown,
"""Dancing on the desk where Latin died"" - ""I danced right where Latin died."".",TIMELINE_ROUGH.txt,Unknown,
"""The Thanks That Parted the Crowd"" (Ian Tattersall).",TIMELINE_ROUGH.txt,Unknown,
Sleeping under the desk.,TIMELINE_ROUGH.txt,Unknown,
Late night tours.,TIMELINE_ROUGH.txt,Unknown,
Vacuuming between the T-Rex toes.,TIMELINE_ROUGH.txt,Unknown,
Dusting the meteorite.,TIMELINE_ROUGH.txt,Unknown,
The lens in the closet.,TIMELINE_ROUGH.txt,Unknown,
"""Assigned reading: Relic"".",TIMELINE_ROUGH.txt,Unknown,
"""Unreasonable enthusiasm"" / ""Enthusiasm training moment"": learning to be interested in everything and excited about it.",TIMELINE_ROUGH.txt,Unknown,
"Emotional Core/Headspace: Resignation dressed as banter; humor as rupture, not relief; underwriting as realism; bones-deep familiarity with futility; not mocking, but enshrining.",TIMELINE_ROUGH.txt,Unknown,
"2005 Voice: Low-key philosophic, glib, bruised, emotionally precise under jokes, toggling punchline/sacred truth. Manic but musical; self-aware/mocking; intimate chaos.",TIMELINE_ROUGH.txt,Unknown,2005
"""Blue Jay's Tree"" (Unfinished Longer Piece).",TIMELINE_ROUGH.txt,Unknown,
"Setting: Kraken Mare (Titanian cryolacustrinie environment); water ice as bedrock (""cryorock""), tholin dust, meth lakes, bathtub rings, slushflows, magic islands.",TIMELINE_ROUGH.txt,Unknown,
"Flora/Fauna: Fossil Titanian organisms, sand-dollar-like thing, ""wishing heart"" (tholin-derivatives, doesn't melt); Neocryaster stelliferum (rare ""living fossil"" organism); common annoyingly whirring organism drawn to EM fields; graphene-mineralized ""kelp"".",TIMELINE_ROUGH.txt,Unknown,
"Pacing: Stark clarity, professional mood to tunnel-vision singlemindedness; slow build rising exponentially to climax; unhurried.",TIMELINE_ROUGH.txt,Unknown,
"Key Moments: Encounter with common organism, turbine jam (""tholin-based encrustation""), subtle motion of unknown organism, off-the-books detour, beacon subterfuge, commode system detail, discovery of kelp field, seeing the colony (Minnesotan crocheted doily), ""Want."".",TIMELINE_ROUGH.txt,Unknown,
"Linguistic Nuances: Xenogeological/hydrological/biological terms; lived-in linguistic realism; ""crynd"" (improvised parody of ""cryck"").",TIMELINE_ROUGH.txt,Unknown,
Structural Elements: Ethanocline (coined term for density layer).,TIMELINE_ROUGH.txt,Unknown,
"Ending Ambiguity: Caleb's disorientation, unlogged data, ruined marvel.",TIMELINE_ROUGH.txt,Unknown,
Themes: Embodiment and transformation; truth disguised as perversion; identity; Internet as performance space; fetish as philosophy; Midwest emotional ecology.,TIMELINE_ROUGH.txt,Unknown,
Proposed Elements:,TIMELINE_ROUGH.txt,Unknown,
"Guy with studs in his eyes (""Macula""): ""Studded like WWII sea-mines!"", belt matched; now a desert mystic, mods tear ducts to secrete salt-spray, trying to ""cry an ocean around a dry church"".",TIMELINE_ROUGH.txt,Unknown,
Flesh-pull/flesh-lift stuff: Part of body modification scene.,TIMELINE_ROUGH.txt,Unknown,
Climbing a 5.10 tree in Thailand: Connecting ninjas and rock climbing.,TIMELINE_ROUGH.txt,Unknown,
"""Crazy hilljack shit"": Anecdotes, local legends.",TIMELINE_ROUGH.txt,Unknown,
"""Synesthetic make-outs"": Younger cousin's experience of tasting childhood trauma through septum rings.",TIMELINE_ROUGH.txt,Unknown,
